clause_text,count
‘The Contractor shall have to cary out any required services round the clock as per directions of the Manager! Managers representative.,2
‘The Contractor shall not assign or sublet the contract or any part thereof or allow any parson to become interested therein in any manner whatsoever without the special Permission in writing ofthe Rallway.,2
"‘The Contractor shal at all times during the progress and continuance of the service and also for the period of maintenance of Works contemplated in the Service specified, I any in the Bid Form afer the date of passing of the certificate of completion by the Manager or any other earier date subsequent to the completion of the work that may ‘be fixed by the Manager be responsible for and effectively maintain and uphold in good substantial, sound and perfect condition al and every pat of the work ‘and shall make good from time to time and at all times as often as the Manager shall Tequire, any damage or defect that may during the above period arise in or be ‘discovered or be in any way connected with the work.",2
"‘Should services over and above those included in the contract require to be provided at the site, the contractor shall have no right to be entrusted with the execution of such works/services which may be carried out by another contractor or contractors or by ‘other means at the option of the Railway",2
‘Any instructons or approval given by the Manager's representative to Contractor in ‘connection with the services shall bind the Contractor as though it had been given by the Manager provided always as folows —,2
"‘The Contractor shal, when she is not personally present on the site of the work place, keep a responsible agent during working hours who shall on receiving reasonable notice, present herself to the Manager, and orders given by the Manager or the Manager's representative to the agent shall be deemed to have the same force as if they had been given to the Contractor.",2
"‘The Contractor shall aford the Manager and the Manager's Representative every facility, for entering in and upon every portion of the site at all hours for the purpose of inspection or otherwise and shall provide all facities of every kind required for the purpose and the Manager and the Managers Representative shal tall times have free access to every part ofthe site and to all places at which materials / tools and plant for the services are stored or being prepared,",2
"‘The Contractor shall at her own expense provide herself with sheds, yards and storehouses in such situations and in such numbers as in the opinion of the Manager is requisite for carrying on the services and the Contractor shall keep.",2
"“Agreement” means the Agreement for Services to which this Exhibit is attached, signed between the Parties hereto, and shall include all Exhibits, Schedules, and other attachments attached thereto or referenced therein.",2
"(Alternative Provision:) Contractor shall provide the services more specifically described in Exhibit ""A,” (Staff: please attach exhibit and mark ""Exhibit ""A"") attached hereto and incorporated by this reference (""Services""), in a manner consistent with the accepted practices for other similar services, and when and as specified by the City’s representative.",2
", 65, 6.8, 6.7, 6.8, 7.1, 7.2, and 7.4 and sub clauses thereof of General Conditions of Contract for Services or in any Clause of the Special Conditions ofthe Contract shall be deemed as ‘excepted matters’ (matters not arbitrable) ‘and decisions of the Railway authorty, thereon shall be final and binding on the Contractor; provided futher thal ‘excepted matters’ shal stand specicaly excluded from the purview of the Aritration Clause,",2
"-27- CBRE Service Agreement 31.03.17 other party in writing of the occurrence of the Force Majeure Event, the anticipated impact on the affected party’s ability to perform its obligations under this Agreement, and the steps such party intends to take to remedy the Force Majeure Event.",2
"+ MSES registered with District Industries Centres, Khadi and Vilage Industies Commission, Khadl and Vilage Industries Board, Coir Board, National Small Industries Corporation, Directorate of Handicraft and Handloom, any other body specie by Ministy of MSME or Startups as recognised by Department of Industrial policy & Promotion shall be exempted from payment of minimum EMD <etaled in the bi,",2
0.1 The Service Provider shall at his own cost submit to the Warden a medical fitness certificate (every six months) as proof of workers being healthy and fit to work in the mess.,2
"0.2 The Service Provider shall submit to the warden a list of workers, with complete details including local/permanent addresses, contact details, and their photographs etc, for approval who may be allowed to work in the mess.",2
"‘The Contractor shall conform to the provision of any statute relating to the services and regulations and bye-laws of any local authonty and of any water, drainage ‘and.",2
"Hardware Availability: State of the art hardware (servers, storage, networking elements) configured in Active - Active or Active-Hot Standby mode ensures High Availability (HA) of our infrastructure elements.",2
"“CBRE Indemnified Parties” means (i) CBRE and its officers, directors, shareholders, employees, agents, representatives, subsidiaries, Affiliates, successors, and assigns, and (ii) any person or entity that CBRE is required to defend, indemnify, and hold harmless in connection with Service Provider’s performance of the Services, including, but not limited to, the Client.",2
‘The Manager shall direct the order in which the several components ofthe services shal be provided and the Contractor shall execute without delay all orders given by the,2
"‘The Railway shall be entiled to determine and terminate the contract at anytime shoul, in the Railway opinion, the cessation of work becomes necessary owing to paucty of funds or from any other cause whatever, in which case the value.",2
"(iii) Shall require all persons and entities who are provided access to the Disclosing Party’s Confidential Information, to execute confidentiality or non-disclosure agreements containing provisions substantially similar to those set forth in this Clause 8.",2
"“Deliverables” means the Services and any materials (including software), or any modifications, enhancements or derivative works thereof (including modifications and enhancements to Service Provider owned materials and, to the extent agreed by third parties and subcontractors, third party owned materials), developed pursuant to this Agreement by or on behalf of (a) Service Provider, (b) subcontractors or (c) any combination of Service Provider and subcontractors, to the extent developed originally and specifically for CBRE or Client, as part of the Services.",2
(ii) Security Responsibility (a) To maintain the confidentiality of the Bank's resources and other intellectual property rights.,2
"(ii) Service Provider, is in the business of creative designing services and has agreed to supply the services as per the scope of work defined in the Annexure A of this agreement and as defined in the RFP no: CC/M&C/2020-21/06 dated 17.02.2021 issued by the Bank along with its clarifications/ corrigenda, referred hereinafter as a “RFP” and same shall be part of this Agreement and the Bank has agreed to engage ‘Service Provider’ for such Services, on a mutually non-exclusive basis.",2
"HCL will provide the facilities, personnel, equipment, software, and other resources necessary to provide the Cloud Services and generally available user guides and documentation to support Customer's use of the Cloud Services.",2
"Furthermore, all rights, duties, and obligations arising from, or relating in any manner to, the subject matter of this Agreement, are subject to the jurisdiction of the courts of the country in which Customer obtained the Cloud Service.",2
"Furthermore, since consulting is a private activity, you will not be considered a Harvard employee when providing consulting services, and Harvard will not indemnify you or provide you any legal defense if you are sued and/or found liable as a result of your consulting activities.",2
"However, on specific request of the Service Provider and subject to written consent of Employer, the Service Provider may sublet allied/incidental jobs related to the Services.",2
"However, service provider in case of part termination, shall continue the performance of the Agreement to the extent not terminated.",2
HCL does not provide any warranties or support with respect to Non-HCL services.,2
"HCL will treat all Content as confidential by not disclosing Content except to HCL employees and contractors and only to the extent necessary to deliver the Cloud Service, except for any Content that: (i) is or becomes generally known to the public, through no wrongful act of HCL; (ii) was known to HCL prior to its disclosure; (iii) is lawfully received from a third party; or (iv) was independently developed by HCL.",2
HCL’s audit rights under this paragraph shall survive any termination or expiration of an Order or this CSA for two years.,2
"4 In the event of any termination of the Contract, the United Nations shall be entitled to obtain reasonable written accountings from the Contractor concerning all obligations performed or pending in accordance with the Contract.",2
4 In the event of sub-contracting the Service Provider shall ensure that suitable documents including confidentiality agreement are obtained from the sub- contractor and the Service Provider shall ensure that the secrecy and faith of Bank’s data / processes is maintained.,2
4 The Service Provider shall be liable to pay penalty as per Clause 24 and the mutually agreed TAT sheet (annexed hereto and as updated from time to time).in respect of any delay beyond the permitted period in providing the Services and which are solely attributable to the Service Provider.,2
The invoices must be accompanied by a Time/Work Schedule for each Contractor employee contributing to hours billed.,2
The opinion of the Warden in-charge/Warden as to the items of work which are necessary and reasonable for completion of the work shall be final and binding on the service provider although the same may not be shown on or described specifically in contract documents.,2
"The parties agree if such attempts to resolve a dispute are unsuccessful, then any claims, suits, actions, or proceedings between the parties arising in whole or in part under or in connection with this Agreement will be brought in the state courts of Tompkins County, New York or the federal district court for the Northern District of New York.",2
"The parties agree that they are aware that they have the right to be advised by counsel with respect to the negotiations, terms, and conditions of this contract, and that the decision of whether or not to seek the advice of counsel with respect to this contract is a decision which is the sole responsibility of each of the parties hereto.",2
"The parties agree to the terms of this SOW, read with the terms of the SLA and RFP.",2
"3.3 If her Bid is accepted, this eamest money mentioned in sub clause 3.3.1 above willbe retumed to the successful bidder after the submission and verification of the Performance Guarantees as per clause 4.11 ofthis General Conditions of Contract The Eamest Money of other Bidders shal, save as herein before provided, be retumed to them, but the Railay shall not be responsible for any loss or depreciation that may happen thereto while in their possession, nor be lable to pay interest thereon,",2
"3 Unless the context requires otherwise, capitalized terms undefined in this SOW will have the meaning given to them in the SLA/RFP.",2
"3 institute, in reference to all matters of dispute in relation to this agreement or otherwise pertaining to the general condition of the contract shall be final and binding on both parties.",2
3.4 The service provider shall be wholly responsible regarding the payment of minimum wages to the mess workers.,2
The extent of Confidential Information disclosed shall be strictly limited to what is necessary for those particular personnel to perform his/her duties in connection with the Agreement.,2
"4 The ""Hostel"" shall mean the Hall of Residence No.-__ and the ""Warden in- charge” shall mean the person nominated by the Institute from time to time as warden incharge of the concerned hall of residence and shall include those who are expressly authorized by him/her to act on his/her behalf, for operation of this contract and supervision of work.",2
"4 The Arbitration proceedings shall be in English language and the seat, venue and place of Arbitration shall be New Delhi, India only.",2
4 The Bank may at any time terminate the Agreement without giving written notice to Service provider if Service provider becomes bankrupt or otherwise insolvent.,2
"If Contractor is a taxable entity as defined by Chapter 171, Texas Tax Code (“Chapter 171”), then Contractor certifies that it is not currently delinquent in the payment of any taxes due under Chapter 171, or that Contractor is exempt from the payment of those taxes, or that Contractor is an out-of-state taxable entity that is not subject to those taxes, whichever is applicable.",2
"(2}____modity any oral ofthe Services without reducing the performance or functionality ‘of the same, or substitule atlerative Services of equivalent performance and functionality, 50 a8 to avoid the infringement or the alleged infringement, provided thatthe provisions herein shall apply mutates mutandis to such modified Services or to the substitute Services: of",2
"(@) Ensure that all staff and agents required to access the Personal Data are informed of the confidential nature ofthe Personal Data and comply wth the obligations set out in, this clause",2
"(@) Failure of the Manager's representative to disapprove any work! services or materials shall not prejudice the power of the Manager thereafter to disapprove such services or material and o order the rectification thereof,",2
"The parties shall resolve any issues through arbitration, with both parties unanimously selecting an arbitrator.",2
"3 The contractor shall accept liabilty for compensation in accordance with the provisions of the Workmen's’ Compensation Act, 1923 or any statuory modification {hereof forthe time being in force in respect of the persons employed by her him",2
3 The cost of arbitration proceedings shall be shared equally by the parties.,2
"3.3 Either party can propose changes to the scope, nature or time schedule of services being performed under this Service Level Agreement.",2
"""Deliverables"" means any materials (including software), or any modifications, enhancements or derivative works thereof (including modifications and enhancements to Service Provider owned materials and, to the extent agreed by third parties and",2
"(Quantities operated in excess of 125% but upto 140% of the agreement quantity of the concemed item, shall be paid at 98% of the rate awarded {or that fem in that Particular tender;",2
"“Equipment” means certain hardware/software (including networking hardware (MPLS) and software) items identified, if any, in Schedule 2, to be supplied or made available by or on behalf of TCS, outside the Hosting Environment, for use by Customer’s Authorised Users strictly for accessing TCS Application System for the purpose of availing of the Services hereunder.",2
"“Force Majeure” means an event which is beyond the reasonable control of a Party, and which makes a Party's performance of its obligations hereunder impossible or so impractical as reasonably to be considered impossible in the circumstances, and includes, but is not limited to, war, riots, civil disorder, earthquake, fire, explosion, storm, flood or other exceptionally adverse weather conditions, strikes, lockouts or other industrial action/sanctions (except where such strikes, lockouts or other industrial actions are within",2
"“Intellectual Property Rights” means any and all intellectual property rights and industrial rights of any kind, including without limitation, copyrights, patents, trademarks, design rights and trade secrets and any other form of related protection, statutory or otherwise, wherever in the world subsisting, whether registered or not.",2
"“Issue Advertisement” shall mean any Advertisement made by the Company, subject to the applicable provisions of the SEBI ICDR Regulations and the Companies Act in connection with the Issue inter-alia including any statutory advertisement, advertisement for opening or closure of the Issue, announcement of Record Date and basis of allotment, including any amendments, notices, addendum and corrigendum thereto;",2
"“Issue Documents” shall mean the Letter of Offer, the Abridged Letter of Offer, the application form, and all other documents issued in relation to the Issue, together with all amendments, corrections, supplements or notices to investors, for use in connection with the Issue;",2
"If Contractor is a corporation or a limited liability company, Contractor warrants, represents, covenants, and agrees that it is duly organized, validly existing and in good standing under the laws of the state of its incorporation or organization and is duly authorized and in good standing to conduct business in the State of Texas, that it has all necessary power and has received all necessary approvals to execute and deliver this Agreement, and the individual executing this Agreement on behalf of Contractor has been duly authorized to act for and bind Contractor.",2
"3.3 Where any portion of the General Condition of Contract is repugnant to or at variance with any provisions of the Special Conditions of Contract, unless a different intention appears the provisions of the Special Conditions of Contract shall be deemed to over-ride the provisions of the General Conditions of Contract and shall to the extent of such repugnancy, or variations, prevail.",2
"The limitation on any Party’s liability herein shall not apply to liability for damages, resulting from (i) the wilful misconduct; and (ii) breach of the license conditions and obligations in respect of use of TCS Application System.",2
The materials and spare parts needed for the maintenance of equipment shall be procured from the Manufacturer Company or its distributor.,2
The provisions of this Clause 9.2 shall be in addition to any other rights that the Company may have under Applicable Law.,2
"32.3 Either party may change a nominated address to another address in the country where the Services are being provided by prior notice to the other party, with a copy to EIC and the",2
3rd party software (if any) obtained specifically for the Customer and to be used by Customer even after termination of Agreement : None,2
"4 (@) The demand for arbitration shall specify the matters which are in uestion, or subject of the dispute or difference as also the amount of claim item-wise Only such dispute or dference, in respect of which the demand has been made, together with counter ciaims or set off, given by the Railway, shal be refered to arbitration and ‘ther matters shal not be included inthe reference.",2
"31.2 In case the Railway is unable o provide water forthe services, the contractor shall be responsible forthe arrangements of supply of water necessary for ihe services,",2
"The programme of delivery of services ‘amended a8 necessary by discussions with the Manager, shall be treated as the agreed programme of the delivery of services forthe purpose of this contract and the contractor Shall endeavour to full this programme of delivery of services.",2
The progress of delivery of services shall be watched accordingly.,2
"The proof of payment should include the names of individuals, as approved by the warden, as per the attendance register for whom the EPF, ESI has been paid",2
The payment shall be made based on the mode of measurement as specified in the Contract.,2
The pendency of a dispute in any arbitration proceeding shall not affect the performance of the obligations under this Agreement.,2
The provisions of this Section shall survive the expiration of the Term or the termination of this Agreement.,2
"3.5 The materials, design and services shall satisfy the relevant Standards, the Job Specifications contained herein and Codes referred to.",2
"3 In addition to the indemnity obligations set forth in this Article 5, the Contractor shall be obligated, at its sole expense, to defend the United Nations and its officials, agents and employees, pursuant to this Article 5, regardless of whether the suits, proceedings, claims and demands in question actually give rise to or otherwise result in any loss or liability.",2
"3 The Contractor shall provide its full and timely cooperation with any such inspections, post-payment audits or investigations.",2
3 The Contractor’s liability policies shall also cover subcontractors and all defense costs and shall contain a standard “cross liability” clause.,2
The provisions of this Section survive completion of the services or termination of the Contract.,2
The provisions of this section shall survive the expiration or termination of this Agreement.,2
The provisions of this section shall survive the termination of this Agreement for whatever reason.,2
"The proceedings of the Arbitral Tribunal or the ‘award made by such Tribunal vil, however, nat be invalid merely forthe reason that one or ‘more arbitrator had, in the course of his Service, opportunity to deal with the matters to hich the contract relates or who in the course of heritheir duties expressed views on all or any of the matters under dispute",2
The invoice shall include any and all serrvices performed under this Contract herein.,2
"The parties shall strive to settle amicably, in good faith, and with due diligence any dispute arising from or relating to this Agreement.",2
"34 Similarly, ater the contract is awarded, the constitution of JV Firm shall not be allowed to be altered during the currency of contract except when modification become inevitable due to succession laws etc, and in any case the minimum eligibilty criteria should not get viiated.",2
"4 CW2011385 appropriate taxing authorities Taxes or other payments made to Service Provider by Client under this Agreement and Service Provider agrees to indemnify on demand, defend (promptly and diligently, at Service Provider’s sole expense with attorneys satisfactory to CBRE and Client) and hold harmless CBRE and Client against any Claims (as hereinafter defined) that any Indemnified Party (as hereinafter defined) may suffer, sustain or incur as a result of Service Provider failing to do so.",2
"4 Each party, including its personnel, shall use the Confidential Information only for the purposes of achieving objectives set out in this Agreement.",2
"4 Force Majeure: Each party will be excused from performance for any period during which, and to the extent that, such party or any subcontractor is prevented from performing any obligation or Service, in whole or in part, as a result of causes beyond its reasonable control, and without its fault or negligence, including without limitation, acts of God, strikes, lockouts, riots, acts of terrorism or war, epidemics, communication line failures, and power failures.",2
"3 The Company or its client may grant non-exclusive royalty free license to use, operate, copy & modify its Intellectual Property to Consul- tant as would be explicitly stated in the statement of work (SOW) from time to time.",2
The scope of work and prices Schedule of Quantities and conditions shall be according to the terms and conditions of this contract and the decision of the mutually agreed sole Arbitrator as appointed by the Deputy Director of the,2
"3 In the event SBI terminates the Contract in whole or in part, SBI may procure, upon such terms and in such manner, as it deems appropriate, services similar to those not delivered by the Service Provider.",2
3 The Consultant warrants to provide & pass on or assign to the MASTER SERVICES AGREEMENT,2
The award given by the Arbitrator shall be final and binding on both the Parties.,2
The award given by the arbitrator so appointed shall be binding on the parties.,2
"The bidder whether sole proprietor, a limited company or a partnership frm if they want to act through agent or individual partners) should submit along withthe tender or ata later stage, « power of attomey duy stamped and authenticated by a Notary Public or by Magistrate in favour ofthe specific person whether shelthey be partners) of the fim or any other person Spectcally authorising herthem to submit the tender, sign the agreement, receive money, witness measurements, sign measurement books, compromise, set, relinquish any claim(s) referred by the firm and sign ""No Claim Certificate"" and refer al or any disputes to arbitration, 171 The bidder shall cleanly specty whether the bid is submitted on her own or on behalf ‘of a Partnership Fimidoint Venture (JV)/Socety etc.",2
"The arbitration shall take place in Washington, D.C.",2
421 Rates for Extra Items of Services: Any additional tem of work carried ‘out by the Contractor on the instructions of the Manager which is not included in the accepted Schedules of Rates shall be executed at the rate agreed upon between the Manager and the Contractor before the execution of such items of work.,2
The arbitral tribunal shall have no authority to award punitive damages.,2
The arbitration proceedings shall be conducted in the English language.,2
"The arbitration shall be governed by the Arbitration and Conciliation Act, 1996, as amended.",2
"4 Upon termination of this Agreement, Contractor will deliver to the appropriate representative of University all Work Material related to the services performed by Contractor in the format requested by the University together with any keys, identification badges, or equipment owned by University.",2
The existing Service Provider shall continue to provide services as per the terms of contract until a ‘New Service Provider’ completely takes over the work.,2
"The foregoing limitations shall not apply to the parties’ obligations (or any breach thereof) under Sections entitled “Restriction”, “Indemnification”, or “Confidentiality”.",2
"4 The Service Provider shall perform the Services and carry out its obligations under the Agreement with due diligence, efficiency and economy, in accordance with generally accepted techniques and practices used in the industry and with professional standards recognized by international professional bodies and shall observe sound management practices.",2
"4 The service provider shall provide services to facilitate procurement of raw materials including cooking fuel and food articles, as may be required for a",2
4 Whatfix shall work with the Customer and provide the onboarding and training assistance for the creation of Flows and Customer Content for the SaaS services to be availed by the Customer.,2
"4 The Contractor acknowledges and agrees that the United Nations accepts no responsibility for providing life, health, accident, travel or any other insurance coverage which may be necessary or desirable in respect of any personnel performing services for the Contractor in connection with the Contract.",2
"4 The Service Provider shall be directly and vicariously liable to indemnify the Bank in case of any misuse of data/information of the Bank by the Service Provider, deliberate or otherwise.",2
The decision of the party invoking the Arbitration for reference of dispute to a specific Arbitral institution for adjudication of that dispute shall be final and binding on both the parties and shall not be subject to any change thereafter.,2
The institution once selected at the time of invocation of dispute shall remain unchanged.,2
The cost/expenses pertaining to the said Arbitration shall also be governed in accordance with the Rules of the respective Arbitral Institution.,2
The costs of such mediation shall be equally divided between the Parties.,2
"The certiying surgeon shall revoke a certificate granted or ‘renewed ifn her opinion the holder ofits, no longer ft for work in the capacity slated therein.",2
The colour and style of the uniform shall have prior approval of the Warden in-charge/Warden.,2
The decision of the Warden in-charge/Warden on any matter arising under this clause shall be final.,2
"30 the campus due to emergency reasons, intimation must reach the Warden or the Warden’s office in writing and rebate will be granted from the date when this information reaches the Warden.",2
"4 Force Majeure: Neither Party shall be liable for any failure or delay in the performance of its obligations under this Agreement to the extent such failure or delay is caused by any reason beyond its reasonable control, such as fire, flood, earthquake, elements of nature or acts of God, acts of state, strikes, acts of war, terrorism, riots, civil disorders, rebellions or revolutions; quarantines, embargoes and other similar governmental action (a ""Force Majeure Event"").",2
"4 Ifa service is transfered from the jurisdiction of one Railway to another Railway or to a Project authority or vice versa while contract isin subsistence, the contract shall be binding on the Contractor and the Successor RallwayiProject inthe same manner & take effect in all respects as if the Contractor and the Successor Rallway/Project were parties thereto from the inception and the corresponding officer oF the Competent Authorty in the Successor Rallway/Project will exercise the same powers {and enjoy the same authority as conferred to the Predecessor Railway/Projec under te ‘original contractiagreement entered into.",2
The defense obligation includes an obligation to provide independent defense counsel if the Contractor asserts that liability is caused in whole or in part by the negligence or willful misconduct of the indemnified party.,2
The duty to defend is a separate and distinct obligation from the Contractor’s duty to indemnify.,2
"The amount that may have become due to the Service Provider on account of service already executed by him shall not be payable to him until after the expiry of Six (6) calendar months reckoned from the date of termination of Contract or from the taking over of the Service or part thereof by the Employer as the case may be, during which period the responsibility for faulty material or workmanship in respect of such service shall, under the Contract, rest exclusively with the Service Provider.",2
The analysis and reasons shall be detaled enough so that the award could be inferred therefrom.,2
The decision of the Warden in-charge/Warden shall be final and conclusive and the service provider shall carry out work in accordance with this decision.,2
The decision of the institute as to which of the messes is actually operated or closed during a vacation shall be final and binding on the Service Provider.,2
The security deposit shall be refunded only after a “No Dues Certificate” is granted by the HEC.,2
The selection of contractors for enlistment inthe approved ist would be done by a ‘committee for cfferent value slabs as notified by Railway.,2
"The service provider on or after the award of the work shall name and depute a qualified manager with sufficient experience in carrying out work of similar nature, to whom the establishment shall be handed over and the instructions for work shall be given.",2
3 PROCEDURE FOR BILLING OF SERVICES,2
"26.3 In the event of the Manager being of the opinion that the Contractor is not employing on the services a sufficient number of staff and workers as is specifed of ctherwise for proper execution of the services within the prescribed procedure and time, the Contracior shall forthwith on receiving intimation to this effect deploy the addtional ‘umber of staff and labour as specified by the Manager immediately and failure on the part of the Contractor to comply with such instructions wil entite the Raway to rescind? penalize the contract under sutable clauses of these/special conditions.",2
"26.4 The Contractor shall maintain efficient and competent staff to give the necessary direcions to her workers and to see that they provide their services in proper and desirable manner and shall employ only such Supervisors, workers & labour In of ‘about the execution of any of these services as are careful and skilled in the various ‘trades.",2
264 Deployment of Qualified Supervisors by the Contractor (@) The contractor shall also employ qualited supervisors based on value of the Contract and the extent of services as prescribed in the Bid documents as ‘Special Conaitions of Contract by the Tender Inviting Authority,2
4 NOTICE OF CLAIMS FOR ADDITIONAL PAYMENTS,2
"The party invoking the Arbitration shall have the option to either opt for Ad-hoc Arbitration as provided at Clause 2.1 below or Institutionalized Arbitration as provided at Clause 2.2 below, the remaining clauses from 2.3 to 2.7 shall apply to both Ad-hoc and Institutional Arbitration:- 2.1 On invocation of the Arbitration clause by either party, BCPL shall suggest a panel of three independent and distinguished persons (Retd.",2
"The payment made to Contractor pursuant to this contract shall be the full and complete compensation to which Contractor and Contractor’s officers, employees, agents and subcontractors are entitled for performance of any work under this contract.",2
"The payment made, if any, towards such surplus Material will be recovered from the payment of Service Provider.",2
The rates for extra services shall generally be the unit rates provided for in the Contract.,2
"The service provider shall also provide to the satisfaction of the Warden in-charge/Warden sufficient and qualified staff to supervise the execution of the work, including those specially qualified by previous experience to supervise the types of work comprised in the contract in such manner as shall ensure work of a high standard commensurate with the reputation of the Institute.",2
The restrictions and obligations under this Section will survive expiration or termination of this Agreement for any reason.,2
The restrictions and obligations under this Section will survive expiration or termination of this Agreement for any reason.],2
The service provider shall be responsible for making good to the satisfaction of the Warden in-charge/Warden any loss or damage to any structures and properties within the hostel premises.,2
"The services to be provided by the Contractor may be divided into major phases (deliverables, tasks, items, etc).",2
"22 after the termination of this Agreement, abandonment or breach of this Agreement, shall be settled amicably.",2
"222 Ownership of Proprietary Information and Specifications: All procedures, documents, drawings, processes and specifications and copies thereof furnished by the Railway to the Contractor are deemed to be the property’ proprietary information of the Railway.",2
The undersigned individual hereby acknowledges that all services were provided as described on the invoice or contract previously provided to the customer.,2
"The term of this Agreement shall commence upon the effective date of this Agreement and shall continue until the completion of the Services, but in any event no later than ___________________________ (""Term"").",2
"The term “force majeure” as employed herein shall mean, acts of god, war, revolt, riot, fire, flood and acts and regulations of the Government of India or any of its authorized agencies.",2
"The “Engineer-In-Charge"" (EIC) means the person designated from time to time by Employer and shall include those who are expressly authorized by him to act for and on his behalf for operation/execution of this Contract for Services.",2
"There shall be no exclusion for liability arising from explosion, collapse or underground property damage.",2
The arbitration shall be settled in accordance with the applicable Indian Laws.,2
The agency shall therefore fully abide by various time limits as prescribed for different assignments and the performance of the agency shall be judged as per the adherence to such quality and time parameters as laid down for the respective work.,2
"431 (@) The Arial Tribunal shai! have power to call for such evidence by way of ‘affidavits or otherwise as the Arbitral Thbunal shal think proper, and i shall be the duty of the parties hereto todo or cause to be done all such tings as may be necessary to enable the Arbital Tribunal to make the award without any delay.",2
44 Monthly Statement of Claims ‘The Contractor shall prepare and fumish to the Manager once in every month an ‘account giving full and detailed particulars of all claims for any additional expenses to which the Contractor may consider hersalf ented to and of all extra or additional works ordered by the Manager which she has executed during the preceding month and no claim for payment for and such work will be considered which has not been included in such partcuars.,2
40 Use of Explosives 'No explosives shall be used forthe services rendered or onthe site by the Contractor.,2
"41 Before submiting a Bid, the Bidder shall be deemed to have satisfied herself by actual inspection of the site and localy of the services, that all conditions lable to be encountered during the delivery of the services are taken into account land that the rates she enters in the Bid forns are adequate and all-inclusive to ‘accord withthe provisions in Clause - 4.42 of the General Conditions of Contract for the delivery of services tothe entice satisfaction of the Manager.",2
The service provider shall maintain all records required to be maintained under statutory enactments and the Warden in-charge/Warden and his authorized representatives shall be entitled to inspect all such records at any time.,2
"The service provider shall be solely responsible as regards salary/wages and service conditions and terms extended by the service provider to his workmen and shall in this connection maintain requisite records and comply with all laws/enactment, rules and regulations and orders applicable to the service provider's employees/workmen in general and in particular laws/enactment, rules and regulations and orders dealing with employment of contract labour, payment of minimum wages, fire and safety regulations relating to employment of female workforce, security arrangements and such other rules and regulations as may be applicable at present or made applicable hereafter.",2
The award shall be final and binding on the parties.,2
The balance work or services for the same shall be got done.,2
The bank guarantee or the Letter of Credit shall be submitted in the prescribed format.,2
"5 Arbitration proceeding shall be held at Mumbai, India, and the language of the arbitration proceedings and that of all documents and communications between the parties shall be in English.",2
The Schedule of Rates shall be deemed to include and cover the risk of all possibilities of delay and interference with the Service Provider's conduct/peformance of Services which occurs from any causes including orders of the Employer in the exercise of his power and on account of extension of time granted due to various reasons and for all other possible or probable causes of delay.,2
The Service Provider shall identify and document the risk in delivering the services.,2
"The Service Provider shall undertake to perform all Services under this Contract with all reasonable skill, diligence and care in accordance with sound industry practice or international / national standards, wherever applicable (as the case may be) to the satisfaction of the Employer and accept full responsibility for the satisfactory quality of such services as performed by them.",2
"The Service Provider undertakes that it has secured the required registration(s), which is/are in full force and effect and no action or claim is pending nor threatened to revoke or terminate such registration(s) or declare such registration(s) as invalid.",2
5 Nothing contained in this agreement shall impair the Bank’s right to claim damages without any limitation for an amount equal to the loss suffered for non- performance of software.,2
"5 Notwithstanding the foregoing, without affecting any other right or remedy available to it, either party may terminate this Agreement with immediate effect by giving written notice to the other party if: (a) if the other party commits a material breach of any term of this Agreement, which breach is irremediable or (if such breach is remediable) fails to remedy that breach within thirty (30) days after being notified in writing to do so; or 4",2
"479 If a claim, demand or action for infringement or alleged infingement of any Intellectual Property Right is made in connection with the Contractor in the reasonable ‘pinion of the Contractor is likely to be made, the Contractor shall notify the Railways and, alts own expense and subject to the consent of the Railways (not to be unreasonably ‘withheld or delayed), use its best endeavours to:",2
"5 Subject to the above, the provisions of Arbitration & Conciliation Act 1996 and any amendment thereof shall be applicable.",2
"5 Termination under Sections 6.1, 8.1 or 8.6 will not relieve Contractor from liability for any default or breach under this Agreement or any other act or omission of Contractor.",2
5 The Bank will give notice to Service provider of any such claim without delay/provide reasonable assistance to Service provider in disposing of the claim and will at no time admit to any liability for or express any intent to settle the claim.,2
The Statement of Work shall be governed by and construed in accordance with the laws of India.,2
"The Subscription Term shall renew for a successive Subscription Term, unless terminated in accordance with Section 7.2 of this Agreement.",2
The Warden-in- charge/Warden or such representatives shall have power to impose appropriate penalty in case there are violations of the provisions of the contract.,2
The Water Authority has the right to terminate or abandon any portion or all of the work by giving ten (10) days’ written notice.,2
"The Second Party shall indemnify, hold harmless and defend First Party, its Affiliates, directors, officers, employees, and agents (“Indemnified Persons”) from and against any claims, loss, costs, penalties arising out of due to the breach or due to any of the acts or omission on the part of the Second Party to comply any of the obligations mentioned above or otherwise or due to any reasons whereof First Party is not able to avail the tax credit under the GST laws and regulations.",2
The Security Deposit shall be retained up to and including 60 (sixty) days after the contract is over.,2
"4.2 In case of suspensions of entire Service, ordered in writing by EIC, for a period of more than two months, the Service Provider shall have the option to terminate the Contract.",2
The Warden in- charge/Warden shall make efforts that the bills are paid within 10 [ten] working days of submission.,2
The Water Authority shall not be required to pay any workers' compensation insurance on behalf of Contractor.,2
The Tenderer shall deemed to include the requisite services as may be required to complete the Services properly including remedying of any defect therein.,2
"4 Nothing in this Agreement seeks to limit or exclude liability for death or personal injury caused by negligence, for fraud or for any other type of liability that cannot be limited or excluded under applicable laws.",2
4 Responsibility for Proper Upkeep of Buildings and Services:,2
