clause_text,count
"You agree that you shall not at any time during the term of this Agreement, without the prior written consent of the Tekion India Private Limited | #680, Fortuna-1, 8th Main, 15th Cross, JP Nagar 2nd Phase, Bangalore -560078, India www.tekion.com | www.linkedin.com/company/tekion/ | @tekioncorp | CIN: U72500KA2016FTC093023 Company, be engaged, employed, concerned or interested, directly or indirectly, in any other employment, business or occupation that may conflict with your duties to the Company.",2
"Dear Prafull Singh, We are pleased to offer you the position of Software Engineer at Tekion India Private Limited (the “Company”).",2
"Dear [Staff member name] Probationary Period extension As you are aware from our recent meeting, your probationary period is due to end on [insert date].",2
"Dear [Staff member name] Successful completion of probationary period As you are aware, your appointment with this organisation was subject to a probationary period of [number] months.",2
Deductions:  During your employment or in the event of any termination the Company is entitled to deduct any amount due from you to the Company from actual total compensation including but not limited to: a.,2
"We welcome you, and look forward to receiving your acceptance and to working with you.",2
It is your responsibility to ensure that your attendances are recorded properly.,2
"It shall, however, be open to the company to accept your resignation with effect from any date earlier than the one offered by you in your resignation letter.",2
"In consideration of the opportunities, trainings and access to new techniques and know-how that will be made available to you, you will be required to comply with the Confidentiality Policy of Wipro.",2
"In some countries, exceptions to your right to reasonable access may include the following: (1) confidential DocuSign Envelope ID: 7EB94388-BEB0-4811-84F8-14A212A371F0 GOC Confidential • 21 or proprietary Employee Data, such as that involved in talent planning or business reorganizations; (2) where disclosure would violate the privacy rights of other persons; (3) ongoing investigations of malfeasance or wrong-doing, where disclosure would compromise the investigation; and (4) where disclosure would prejudice the interests of the Company because of litigation or potential litigation in which the Company is involved.",2
"In such an event, you will be subject to immediate dismissal and the Company will not be liable to give you pay for the notice period.The Company further reserves the right to initiate legal action as it deems fit.",2
"In the event a government body/authority exercising its jurisdiction and statutory power/authority seeks information pertaining to any aspect of your employment, the Company shall provide such information to the government body/authority without any notification to you.",2
"In the event of my failure to submit the above mentioned documents or in case of any discrepancy, I shall be liable for termination of my enrolment with Wipro.",2
"Therefore, please maintain all Confidential Information as defined from time to time in the Confidentiality Policy of Wipro, as secret and confidential and do not use or disclose any such Confidential Information except as may be required under obligation of law or as may be required by WILPWipro and in the course of your association with WILP.",2
"These shares shall vest as follows: (a) 4,000 of the shares you will be given the opportunity to purchase will vest at the rate of twenty-five percent (25%) of the shares at the end of your anniversary with the Company for the first year and from there after it will be monthly vesting, so long as you remain employed by the Company.",2
Leave Entitlements 6.a You will be entitled to vacation and other leaves in accordance with applicable law and the Company’s policies in force from time to time.,2
Leave and Holidays You will be eligible to the leaves and holidays in accordance with the policy of the Company as may be declared from time to time.,2
Leave/Holidays 6.1 You are enCtled to casual leave of [Casual Leave] days.,2
"Intellectual Property If you conceive any new or advanced method of improving designs/ processes/ formulae/ systems, etc.",2
This is offered by Wipro’s - Talent Transformation Department to all campus and off-campus selects.,2
This letter is not a contract or guarantee of employment for a definitive period of time.,2
This Training agreement shall be for a total period of 60 Months where you will be mentored for developing your skills and knowledge.,2
"This covenant shall endure during your association and beyond the cessation of your association with WILP (irrespective of the circumstances of, or the reasons for, the cessation).",2
"This covenant shall endure during your enrolment and beyond the cessation of your enrolment with Wipro (irrespective of the circumstances of, or the reasons for, the cessation).",2
There shall be a 45 minutes lunch interval.,2
"Therefore, please maintain all Confidential Information as defined from time to time in the Confidentiality Policy of Wipro, as secret and confidential and do not use or disclose any such Confidential Information except as may be required under obligation of law or as may be required by WILP/Wipro and in the course of your association with WILP.",2
I further undertake that I shall not represent to any person within Wipro or any other third party that I am an employee of Wipro Ltd and I fully understand that such false representation shall entail severe disciplinary action including immediate cancellation of my enrolment.,2
"This offer of employment and your commencement and continuation of employment with the Company is conditional upon: (a) where relevant, the obtaining of all required employment and/or visa approvals from the relevant government authorities to enable you to work with the Company; (b) Company’s satisfaction with the results of any required reference and background checks as well as verification of your employment and salary history; and (c) your full and complete disclosure to the Company of any and all agreements (non-competition, non-solicitation, employment, confidentiality or otherwise) with any prior employer, clients, principals, partners or others which in any way limit you either contractually or otherwise from engaging in any business activities required or contemplated by the Company in this offer of employment.",2
This offer shall remain effective until ________________ and is contingent upon your signing our Confidentiality [and Non-Competition] Agreement.,2
This will be without payment of any compensation.,2
"To indicate your acceptance of this offer, please review, sign and return one copy of this offer letter along with the signed Tekion Employee Invention Assignment and Confidentiality Agreement.",2
"Unless the Company extends the period of your study in writing, which is done solely at the discretion of the Company, your enrolment would automatically terminate at the end of the stated 48 months.",2
This is critical and Company has zero tolerance towards any deviations.,2
OBLIGATION AND RESPONSIBILITIES i.,2
OBLIGATION AND RESPONSIBILITIES: i.,2
"On acceptance of the terms of conditions as per this offer letter, you will be able to terminate your employment with the Company by giving one (1) month notice to the Company and vice versa.",2
"No Conflict of Interest 9.a You represent and warrant that as of the Commencement Date, you will have terminated your employment with any previous employer.",2
"No breach In signing below, you confirm that you are not bound by any prior contract, undertaking, commitment or other obligation which prevents you from being employed by the Company and being able to fully and completely perform the services contemplated by this Agreement.",2
The duration of the academic program shall be 48 months from the date of enrolment for academic program.,2
"The appointment letter is governed by and shall be construed in accordance with the laws of India, and both parties to this appointment letter shall submit to the exclusive jurisdiction of the Indian courts.",2
"The below table lists down your scholarship details Period Scholarship ESI Consolidated Scholarship (INR Per Month) First year 15000 488 15,488- () Second year 17000 553 17,553- () Third year 19000 618 19,618- () Fourth year 23000 0 23,000- () () You shall be responsible for payment of all statutory contributions, taxes, dues and levies as may be required under the relevant laws including contributions under Employees’ State Insurance Corporation Act (at 0.75% of your Scholarship) as and when applicable to you.",2
"The below table lists down your scholarship details: Period Scholarship ESI Consolidated Scholarship (INR Per Month) First year 15000 488 15,488/- (*) Second year 17000 553 17,553/- (*) Third year 19000 618 19,618/- (*) Fourth year 23000 0 23,000/- (*) (*) You shall be responsible for payment of all statutory contributions, taxes, dues and levies as may be required under the relevant laws including contributions under Employees’ State Insurance Corporation Act (at 0.75% of your Scholarship) as and when applicable to you.",2
The company does not encourage adjusting notice period against either leave or forfeiture of salary.,2
PLEASE KEEP A COPY OF THIS LETTER FOR YOUR RECORDS <Print on your business letterhead> <Date> Private and confidential <Insert employee’s full name> <Insert employee’s residential address> Dear <insert name> Probation successful Your probation period with <insert company/partnership/sole trader name and the trading name of the business> is due to end on <insert date>.,2
"Notwithstanding the above condition, the contract of service may also be terminated because of under mentioned stipulations.",2
There is no provision for reimbursement/allowance towards any expenses incurred in lieu of attending training or classes at different locations in the same city.,2
The full Joining bonus amount (as stated above) is recoverable if you voluntarily leave the Company within Twelve months of joining.,2
The full relocation bonus amount (as stated above) is recoverable if you voluntarily leave the Company within Twelve months of joining.,2
The payment of your bonus is subject to such statutory deductions as may be required in accordance with applicable legislation in force from time to time.,2
The period of probation can be extended at the discretion of the Management and you will continue to be on probation till an order of confirmation has been issued in writing.,2
The place of employment shall be Bangalore and the normal office timings will be from 9:30AM to 6:30 PM.,2
"In this connection, if any of the provisions of this letter are declared or found to be void or unenforceable due to any reason whatsoever, the remaining provisions of this letter shall continue in full force and effect.",2
"In addition, you will not possess or provide any Internet advertisements or related keywords, categories or other targeting mechanisms, Company advertising technology, Company confidential information, Company intellectual property, or derivative works of the foregoing to any third party.",2
"In case the company wants to terminate your service, the company will provide you 15 days prior written notice.",2
"In case you are charged with any misconduct or disciplinary issue during your study period, your enrolment with WILP may be temporarily placed on suspension without payment of scholarship amount, for such period as Wipro may deem fit.",2
"In consideration of the opportunities, training and access to new techniques and know-how that will be made available to you, you will be required to comply with the Confidentiality Policy of Wipro.",2
DocuSign Envelope ID: 7EB94388-BEB0-4811-84F8-14A212A371F0 GOC Confidential • 15 Training ● You must pass to the satisfaction of the Company all necessary initial training required in order for you to perform your duties and responsibilities.,2
DocuSign Envelope ID: 7EB94388-BEB0-4811-84F8-14A212A371F0 GOC Confidential • 18 APPENDIX C: GOC Employee Privacy Policy Who needs to read this policy All employees (“Employees”) of GOC Services India Private Limited (“Company”).,2
"During the period of academic study, if you develop or conceptualize inventions, ideas, concepts, discoveries, techniques and improvements (including without limitation computer software) solely or jointly with others in relation to the operation of the WILP / Wipro, such developments will be fully communicated to the WILP academy and will be the sole intellectual property of Wipro.",2
You warrant that you are not prevented by a court or by any other administrative or judicial order from enrolling under this agreement.,2
You shall be responsible for filing your personal returns and comply with other requirements under Indian tax law.,2
"You shall continue to meet the eligibility criteria up till and on the date of joining Accenture (if applicable) and agree that Accenture has the right to revoke the offer of employment, in case of failure of verification, or if you are not meeting the eligibility criteria or in case of any misrepresentation at your end.",2
"You shall not during your course of employment and two years after you have ceased to be in the employment of this organization, disclose such confidentialproprietary information to any third party andor any unauthorized person.",2
"During the period of academic study, if you develop or conceptualize inventions, ideas, concepts, discoveries, techniques and improvements (including without limitation computer software) solely or jointly with others in relation to the operation of the WILP Wipro, such developments will be fully communicated to the WILP academy and will be the sole intellectual property of Wipro.",2
"You will not take up any other work for remuneration (part time or otherwise) or work in an advisory capacity, or be interested directly or indirectly (except as shareholder / debenture holder), in any other trade or business during your employment with the company, without permission in writing of the Management of the Company.",2
You will always be alive to responsibilities and duties attached to your office and conduct yourself accordingly.,2
You will be governed by the current Leave Policy of the company for permanent employees 7.,2
"You will be on probation for a period of 3(threejmonths from the date of your appointment, where after, if your services are found satisfactory, you will be confirmed by means of a written intimation.",2
"You shall not, directly or indirectly, engage or associate yourself with, be connected with, concerned, employed or engaged in any other business or acCviCes or any other post or work part Cme or pursue any course of study whatsoever, without the prior permission of the Company.",2
"You shall, while in the services of the company, devote your full time and attention exclusively for the Company’s work and responsibilities assigned to you.",2
"You understand and agree that your unauthorized use or disclosure of Confidential Information during your employment may lead to disciplinary action, up to and including immediate termination and legal action by the Company.",2
"As part of your internship, your key responsibilities will be as follows: • [Internship Responsibility 1] • [Internship Responsibility 2] • [Internship Responsibility 3] You will report to [Supervisor Name].",2
"As you are aware, your employment with the organisation was subject to a probationary period.",2
"At the end of the notice period, any outstanding annual leave that you are entitled to will be paid to you.",2
Appointment You have been made an offer as Software Engineer,2
"Benefits applicable for current Company Financial year: In addition to your annual total cash compensation, effective your date of joining, you will be eligible for following benefits, which will be governed by Company policy: 1.",2
"Best regards, Sowmya Mallaiah Director - Human Resources, Tekion India Private Limited",2
"Borrowing/accep7ng giRs You will not borrow or accept any money, giZ, reward or compensaCon for your personal gains from or otherwise place yourself under pecuniary obligaCon to any person/client with whom you may be having official dealings.",2
"As part of the benefits, you will be eligible for up to [24] days of privilege leave in a calendar year, employee stock ownership plans, and a [one-time bonus] of up to [100%] of your monthly salary each year, contingent upon your performance and the company's growth.",2
"h ‘Intellectual Property Rights’ means all present and future intellectual or industrial property rights both in India and throughout the world, and includes any copyright, moral right, registered patent, right to invention (whether or not patentable, and whether or not recorded in any medium), registered or unregistered trade mark, registered or unregistered design, registered or unregistered plant breeder’s right, trade secret, know-how, right in relation to semiconductors and circuit layouts, trade or business or company name, indication or source or appellation of origin or other proprietary right, or right of registration of such rights.",2
b You will also be entitled to sick leave in accordance with applicable law and the Company’s sick leave policy in force from time to time.,2
an award or an enterprise agreement) contains any compulsory rules about probation.,2
b All Intellectual Property created by you shall be regarded as having been made under a contract of service.,2
"Your employment with [Company Name] will be on an at-will basis, which means you and the company are free to terminate the employment relationship at any time for any reason.",2
Your probationary period counts towards your continuous service with the organisation.,2
Your probationary period ends on [date] and it has been decided to terminate your employment at this point.,2
"Company property You will always maintain in good condiCon Company property, which may be entrusted to you for official use during the course of your employment and shall return all such property to the Company prior to relinquishment of your charge, failing which the cost of the same will be recovered from you by the Company.",2
Authority No authority is vested upon you to make any financial commitment and enter into agreements/contracts/understandings of any nature with any second party and third party without seeking the prior permission/approval of the management.,2
"c Misconduct includes without limitation: 8.c.i habitual absence from work or absence from service without prior notice in writing or without sufficient cause for ten days or more; 8.c.ii causing damage to the property of the Company; 8.c.iii continued discharge of work functions in a manner which does not meet the standards reasonably expected by the Company from you; 8.c.iv engaging in any conduct amounting to sexual harassment as defined under the Company’s policies; or 8.c.v breach of the GOC Code of Conduct, any policy contained in the Company’s intranet site, or any other policy communicated to employees.",2
"b Subject to the Company’s rights to terminate your employment pursuant to this Agreement or applicable law, the term of your employment is intended to be indefinite.",2
"b You agree to work on any days including weekends and holidays to fulfill the hours set out in DocuSign Envelope ID: 7EB94388-BEB0-4811-84F8-14A212A371F0 GOC Confidential • 5 your roster, as well as work outside your normal working hours or shift roster if requested by the Company and you acknowledge that this is reasonable given the nature of your role.",2
"b You represent and warrant that you have not entered into any previous or contemporaneous agreements which may be in conflict with the terms and conditions of this Agreement, or which would preclude you from fully performing your job responsibilities for the Company.",2
"# (C)Gratuity amount shown above is an approximation of your eligibility and the final payout of any gratuity amount will be determined in accordance with the applicable provisions of the Payment of Gratuity Act, 1972, as per the Company policy.",2
" You shall be required to maintain strict confidentiality of such information and data that may come to your possession or knowledge by virtue of the engagement, use it only as may be required in the normal course of your work and shall not disclose or divulge any information or data, without prior consent of an authorized officer of the Company.",2
(In probation period casual Leave will not be counted).,2
" You are required to effectively carry out all duties and responsibilities as assigned to you by the Company and shall faithfully and diligently perform these in compliance with established policies and procedures, endeavoring to the best of your ability to protect and promote the interests of the Company.",2
1 The Basket of Allowances currently includes Leave Travel Allowance (LTA) and special allowance.,2
"The Company undertakes <describe nature of projects / assignments> at various locations and you are being engaged for the <name of customer and project>, based at <location>, on the following terms & conditions: Scope of Work You will be responsible for: <Key Responsibility Area 1, Area 2 etc> Management reserves the right of changing the scope of your work or your posting based on business exigencies.",2
 Your compensation will be subject to deductions as application under provisions of Income Tax Act.,1
4 This figure is a guide only and the Company will make contributions to the Provident Fund Scheme in accordance with applicable laws in force from time to time.,1
"6 The Annual Estimated CTC figure includes the estimated Annual Target Bonus (if applicable) and therefore the actual figure may DocuSign Envelope ID: 7EB94388-BEB0-4811-84F8-14A212A371F0 GOC Confidential • 17 NOTES: This breakdown, including the annualised amounts, is for illustration purposes only and does not represent an entitlement to any actual amount.",1
"84,000.00/- Your compensation will be subject to statutory deductions and income tax as per the provisions of the Income Tax Act, 1961.",1
A prior approval by the Management shall be considered as an exception to this clause through mutual settlement between both the parties.,1
"ACCEPTANCE I have read, understood and accept the terms and conditions of this above offer of employment including the compensation package relating to my employment with Tekion India Private Limited.",1
ANNEXURE – III INITIAL INDUCTION PROGRAM The Talent Transformation team at Wipro grooms campus selects to help them face the challenges of the corporate world.,1
Adjustments & accommodations Please let me know if you have any adjustments or accommodations that you’d need support with so we can make sure we’re setting you up for success :) Compensation Package Salary: you’ll be joining us on a base of £[x] per annum.,1
All figures above are gross figures and subject to any pro rating that may be necessary due to the employee’s length of service during the relevant year and such statutory deductions as may be required in accordance with applicable legislation in force from time to time.,1
An Employee also bound to provide the company with 15days notice during which period heshe may have to work.,1
"Annexure A Salary details Salary component Amount (in ₹) Basic pay 25,000 House Rent Allowance (HRA) 13,000 Other allowance 16,000 Pension benefits 4,200 Gross monthly salary 58,200",1
Any amendments or modifications to this appointment letter shall be made in writing and signed by both the parties.,1
Any deduction with respect to expenses incurred by the Company or the cost of repairing damage to the Company’s property caused by you (and of recovering the same).,1
Any dues payable by you on termination will be recovered from your settlement to the extent possible.,1
"Any existing employee and/or student of WILP to become associated with, or perform services of any type for any third party.",1
"Any existing employee andor student of WILP to become associated with, or perform services of any type for any third party.",1
c The Company reserves the right to amend or discontinue all benefits provided to you in its sole discretion and without compensation to you for such amendment or discontinuance.,1
c You understand that you may be required to perform your duties during hours that fall beyond the work times prescribed under applicable laws and you consent to working at such times.,1
"c Your base salary and other compensation payments due to you in accordance with this clause 3 will be paid by bank transfer, or by other means as determined by the Company, with the timing of such payments to be advised to you and in accordance with the Company’s policy.",1
"cOMPENSATION STRUCTURE The bifurcation of your annual compensation is stated below EMPLOYEE NAME DESIGNATION COST TO COMPANY(ANNUALLY) Subham Singh Subject Matter Expert 1,44,000 INR Variable component is based on component basis or bonus plan.",1
"d The payment of your base salary and any other compensation will be subject to any deductions required by law from time to time, including without limitation the usual deductions for tax and Provident Fund contributions.",1
"d Without limiting the generality of the foregoing, you represent and warrant that you have not, and will not at any time during your employment with the Company, pay, give, or offer or promise to pay or give, any money or any other thing of value, directly or indirectly, to, or for the benefit of: (i) any government official (“government official” includes any government employee, employee of government-owned or government-controlled companies, political party, candidate for public office and public international organizations); or (ii) any other person, firm, corporation or other entity, with knowledge that some or all of that money or other thing of value will be paid, given, offered or promised to a government official, political party or candidate for political office, for the purpose of obtaining or retaining any business, or to obtain any other unfair advantage, in connection with the Company’s business.",1
"d You must, at our expense, execute all documents and do all other things reasonably necessary to enable us or our nominee to register any Intellectual Property Rights anywhere in the world, and effect or perfect the transfer to us, or our nominee, of your rights and interests in the Work.",1
Campus joiners would not be eligible for accommodation at the Wipro guest houses.,1
"Cancellation of Enrolment Notwithstanding any of the clauses of this letter of enrolment, Company reserves the right at its sole discretion to cancel this enrolment during the study period without assigning any reason, by giving one months' (30 days) notice or one month's scholarshipstipend in lieu of notice.",1
"Cancellation of Enrolment: Notwithstanding any of the clauses of this letter of enrolment, Company reserves the right at its sole discretion to cancel this enrolment during the study period without assigning any reason, by giving one months' (30 days) notice or one month's scholarship/stipend in lieu of notice.",1
Choice of Law/ Jurisdiction This Agreement is governed and construed in accordance with the laws of India.,1
"Compensation 3.a Your base salary will be INR 413,000.00 per year payable according to local payroll practices in accordance with the Compensation Breakdown set out in Appendix B.",1
"Completion of the Introductory Period does not guarantee continued employment for any specified period of time, and employment at all times remains at-will.",1
"Confidential Information 12.a You understand and agree that, as a result of your employment with the Company, you will obtain extensive and valuable Confidential Information belonging to the Company and its Related Corporations (as defined in clause 19 below).",1
"Your employment with [Department Name] will be on an at-will basis, which means you and the department are free to terminate the employment relationship at any time for any reason.",1
Your bi-weekly compensation will be ____________ (________ annualized).,1
"Your compensation will be [Internship Compensation], which will be paid [Payment Frequency].",1
Any person desirous of such withdrawal need to comply with applicable law and procedures laid down by the authorities.,1
Any such recovery or adjustment shall be made from your salary pertaining to the service month before your last working day in the Company.,1
"As a part-time student employee of Pepperdine, you are covered under Pepperdine’s worker compensation insurance and are eligible to accrue sick time.",1
"As part of the promotion, your annual compensation (Cost to Company) has been revised with an increment w.e.f.",1
"Attitude towards Co-employees ● You must work well with others, and support an environment free from discrimination and harassment.",1
"By participating in this plan, an employee can develop his / her ownership in Accenture and increase his/ her stake in Accenture’s success.",1
You will be on probation for a period of six months from the date of your appointment.,1
You will be on probation for six months.,1
You will be required to effectively carryout all duties and responsibilities assigned to you by your manager and others authorized by the company to assign such duties and responsibilities.,1
"You will not take up any other work for remuneration (part time or otherwise) or work on advisory capacity or be interested directly or indirectly (except as shareholder or debenture holder) in any other trade or business during your employment with the Company, without written permission from the Company.",1
"You will not undertake similar assignments from competitors of the <Company Name>, during the course of this contract.",1
"You will not, at any time, without the consent of the Company disclose or divulge or make public except under legal obligation, any information regarding Company’s affairs of administration or research carried out, whether the same may be confided to you or become known to you, in the course of your service or otherwise.",1
You will take utmost care during the course of this contract in handling business information of sensitive nature to maintain its secrecy.,1
You would be paid monthly consultancy fees of Rs.,1
"You shall not engage in any other commercial/business pursuit, either part time or otherwise, for any monetary gains.",1
"You shall not under any circumstances either directly or indirectly, receive or accept for any benefit any commission, rebate, discount or profit from any person, company or firm having business transactions with organization.",1
You should have no expectation of privacy when using Company IT Systems.,1
"You should let the Company know if Employee Data in your Company employee records is inaccurate or incomplete; the Company will correct, amend, or delete inaccurate or incomplete information in countries where legally obliged to do so, in accordance with the requirements of applicable law.",1
You understand and acknowledge that your employment with Accenture shall be subject to further verification of details and materials/ documents provided to Accenture as well as any further verification deemed necessary to finalize your candidature.,1
You understand that it is your responsibility to comply with the Company’s policies governing usage of the IT Systems.,1
"You will also receive any applicable premiums or additional pay as required under local law in respect of work performed by you on statutory holidays, provided that such additional work was expressly requested or approved in advance by your supervisor or manager in writing.",1
You will be on probation for a period of 6 months from the date of your joining.,1
"On termination of this contract, you will immediately give up to the Company all correspondence, specifications, formulae, books, documents, market data, cost data, literature, drawings, effect or records, etc.",1
"Once we get your confirmation, we'll share your onboarding details.",1
"Once your resignation is accepted by the Company, it cannot be withdrawn by you without the express consent of the Company.",1
Other benefits: xxx Probation xxx from your start date will mark the end of your probation period.,1
Our current benefits package includes _________.,1
"Pension: xxx Holiday: All our team enjoy 25 days of holiday, plus public holidays.",1
The Wipro Technical campus offer letters can only be downloaded by the respective candidates through the Wipro portal and will not be sent by courier or email.,1
"The above terms and conditions are based on Company Policy, Procedures and other Rules and Regulations currently applicable to the Company’s employees and are subject to amendments and adjustments from time to time.",1
"Miscellaneous 20.a This Agreement supersedes any prior oral or written agreements, representations and promises of any kind, whether written, oral, express or implied, between the parties relating to your employment with the Company or any Related Corporation of the Company.",1
Monitoring Policy:  Please note that emails sent to you and by you may be monitored from time to time for the purpose of identifying any non-compliance with the Company policies or applicable laws.,1
Name: Khushboo Position: Software Engineer,1
Non – Competition: In the event of your separation from Company for whatever reason:  For a period of 2 year thereafter (except with the written approval of the Company) you will not solicit business in competition with the Company nor pass information to a third party that may result in the same effect from any other organization which is at the data of separation a client or a prospect with which negotiations are underway neither will you in competition offer or supply products or services which compete directly with those products or services offered by the Company.,1
Non-disclosure Agreement 2021 Edutech Solutions CONFIDENTIAL- This document is for the intendent recipient.,1
"Non-solicitation 11.a For the period of six months from the date of termination of your employment (“Termination Date”), you agree that you will not, either on your own account or in conjunction with or on behalf of any other person, firm or company, induce, encourage or assist any senior, key, technical, sales related or executive employee of the Company or any of its Related Corporations to become, directly or indirectly, employed by, engaged or interested in any business that competes with the Company or any of its Related Corporations.",1
"Notice under the Agreement Any notices required to be given under this Agreement must be in writing and will be validly delivered if (a) sent by personal hand delivery, or (b) sent by mail to the address of the applicable party set forth on the first page of this Agreement, or such other address as is provided by the parties in writing.",1
"On satisfactory completion of the probation period, you will be confirmed in service.",1
"The Company may, at any time and in its sole and absolute discretion, amend, suspend, withdraw vary and/or modify any of the terms and conditions of the LVB program guidelines The LVB will be paid out subject to you being on the roles of the Company on the date of disbursement of these pay outs and will be prorated based on your tenure in Accenture India and considering the period of leave without pay during the said fiscal year.",1
"The Company reserves the right to withdraw this offer (before the Commencement Date, as defined below) or terminate your employment (if you have already commenced work) if you are unable to meet any of the above conditions, including if any data provided as a part of the background checks is found to be factually incorrect, or if any of the checks are found to be unsatisfactory in the Company’s sole discretion, or if the Company finds that you have not provided information relevant for the checks.",1
The Company will contribute the provident fund as per the applicable law as may be amended from time to time.,1
"The Consequences of such misconduct can be – apart from deduction of wages, termination of employment or transfer to another location.",1
"Local Variable Bonus (LVB) As part of your annual total cash compensation, you will be eligible to participate in the FY22 Local Variable Bonus program (LVB).",1
"Mahesh Vasudeo Zurale _______________________ Senior Managing Director Lead, Advanced Technology Centers, India Hrishikesh Bharati Date: Dec 2021 3 Candidate’s Signature ____________ ANNEXURE 1 COMPENSATION & BENEFITS Annual Total cash compensation structure as per the Company guidelines is: (A)Annual Fixed Compensation Your annual fixed compensation is INR 3,00,000.",1
"Medical Insurance All employees, their spouse, and up to two dependent children and dependent parents will be enrolled under the Company group medical insurance scheme.",1
"Meeting face to face is an opportunity for you to:  provide feedback to the employee about their performance or conduct, and  explain why the probation period was successful.",1
"Successors and Assigns The Company will have the right to assign this Agreement to its parent, subsidiaries, subdivisions, affiliates, successors and assigns, and all covenants and agreements herein will inure to the benefit of and be enforceable by such.",1
"Suggested steps for preparing a letter of successful probation period If at any time you need more information or assistance, call the Fair Work Infoline on 13 13 94 or visit www.fairwork.gov.au.",1
Termination of Employment Relationship 8.a The Company and you mutually accept the possibility that at some future point the Company or you may wish to end this employment relationship.,1
The Agreement prohibits the disclosure of our confidential or proprietary information or trade secrets.,1
The Company and you mutually agree to make every reasonable effort and accommodation required for the timely receipt of notices required under this Agreement.,1
The Company may also require you to provide the Company with a medical certificate from the Company doctor or another registered doctor on any occasion that you are absent on sick leave.,1
The Company may also use sensitive Employee Data as part of our commitments to diversity and inclusion.,1
The Company may at its sole discretion waive all or part of the notice or allow you to pay in lieu of the notice.,1
"Joining Link for Virtual Onboarding - https://wiprocon.webex.com/meet/alen.koshy Virtual Onboarding Date Time Contact Person 3rd November 2021 9:00:00 AM Arun|John|Alen *Kindly note, § In case you do not have any of the mandatory documents currently, please submit the documents within 90 days of joining Wipro.",1
"Leave:  You will be entitled to Casual/Sick Leaves: National/Festival holidays as stipulated by law/company policy, in a calendar year.",1
Letter of a successful probation period template You can use this letter to provide an employee with written confirmation that his or her employment will continue beyond the probation period (if applicable).,1
Life Insurance coverage equivalent to one time of your annual fixed compensation with a minimum cover of INR 500000/-.,1
There will be a deduction from your monthly scholarship/stipend depending on your marital/family status towards the base sum insured premium.,1
There will be a deduction from your monthly scholarshipstipend depending on your maritalfamily status towards the base sum insured premium.,1
"This Company does not seek, nor does it expect to receive, any information protected as a trade secret.",1
This amount is an estimate of your Gratuity accrual for one year.,1
"In case you have any feedback/ suggestion or have any query, feel free to write an e-mail to http://indiacampus.accenture.com /myzone/accenture/auth/login.",1
"In case you want to discontinue your service, you must serve 60 days prior written notice of your intension to do so.",1
"In consideration of employment with the Company, you hereby transfer and assign in favour of the Company, all rights, titles and interests in and to all the Intellectual Property, together with the rights to sub-license or transfer any and all rights assigned DocuSign Envelope ID: 7EB94388-BEB0-4811-84F8-14A212A371F0 GOC Confidential • 9 hereunder to third parties, in perpetuity.",1
"In order to comply with this certification, you will not disclose/export/re-export these items to any person other than the persons in your working group as required in the performance of the job responsibilities assigned to you by the Company.",1
"Information you will need to fill in:  the end date of the probation period  that the probation ended successfully, and  the start date of the person’s ongoing employment with the business.",1
"It is expected that you will discharge your assigned responsibilities with its highest standard of performance, quality, integrity, and discipline.",1
It was a unanimous decision to entrust you with higher responsibilities based on your effectiveness and efficiency in your performance.,1
It will be your personal responsibility to discharge all obligations arising out of any contract or bond with previous employers.,1
The letter should be given to the employee before the end of the probation period.,1
"The management reserves the right to reduce, dispense with or extend your probation period at its absolute discretion.",1
"The posting location, once the COVID 19 pandemic situation normalizes, will be Chennai.",1
The probation period may be extended for such terms as may be considered appropriate by the Management.,1
"The rules relating to vacation accrual, carrying over, requesting and taking vacation are set out in the Company’s vacation policy, as amended from time to time.",1
The said period will not be adjustable either against leave or forfeiture of salary.,1
The target Annual Bonus figure above is not a guaranteed bonus and is included only as an indicator of what the employee’s total annual bonus might be if the employee works for the full calendar year and achieves target performance.,1
The terms and conditions of the service are confidential and may not be disclosed to or discussed with anyone.,1
"The break down of your monthly salary can be found below: Salary component Amount (in ₹) Basic pay xx,xxx House Rent Allowance (HRA) x,xxx Other allowance x,xxx Pension benefits x,xxx Gross monthly salary xx,xxx",1
The company accepts no liability for any damage caused by any virus transmitted by this email.,1
"The company reserves the right to amend or alter the said rules and regulations at its discretion, without any notice thereof and this wil be deemed as rules and regulations in terms of your employment.",1
The company shall verify the facts stated by you in your resume submitted during the interview process.,1
The compensation structure is enclosed for your reference as Annexure.,1
"The emoluments benefits due to you will be liable subject to deduction of income tax in accordance with the provisions of the Income Tax Act and rules made there under as also other applicable laws, if any, as maybe in force from time to time.",1
The employee’s entitlement to remuneration is as specified in the relevant clause of their contract of employment.,1
The foregoing shall be applicable to information pertaining to your employment being shared in pursuance of statutory requirements/compliance.,1
"If your posting location (the location where you would be based out of after training) is different from the training location (location where you undergo initial training), you would be entitled for the following: Settlement and Miscellaneous Expenses: Rs.1200 per day for 7 days (total amount of Rs.",1
"In addition to your study and academic requirements, you are required to engage yourself exclusively in the work assigned by Wipro and shall not take up any independent or individual assignments (whether part time or full time, in an advisory capacity or otherwise) directly or indirectly without the express written consent of Head / Manager of WILP Academy ii.",1
